QMTCODE,JJCODE,NAME,CLASS1,CLASS2,CLASS3,CONCEPTIONS,BENCHMARK
688146.SH,SHSE.688146,中船特气,电子,半导体,半导体材料,"半导体概念,氟化工,工业气体,固态电池,光刻机(胶),沪股通,融资融券,央国企改革,中芯概念",A
688148.SH,SHSE.688148,芳源股份,电力设备,电池,电池化学品,"固态电池,融资融券,专精特新,转债标的,锂电池",A
688155.SH,SHSE.688155,先惠技术,电力设备,电池,锂电专用设备,"车联网(车路云),大数据,固态电池,沪股通,机器人概念,人工智能,融资融券,数据要素,新能源车,一带一路,专精特新,锂电池",A
688159.SH,SHSE.688159,有方科技,通信,通信设备,通信终端及配件,"5G概念,阿里概念,车联网(车路云),充电桩,沪股通,华为概念,融资融券,深圳特区,水利建设,无人驾驶,物联网,移动支付,智慧城市,智能电网,专精特新",A
688160.SH,SHSE.688160,步科股份,机械设备,自动化设备,工控设备,"QFII重仓,百元股,工业互联,沪股通,机构重仓,机器人概念,机器人执行器,人形机器人,融资融券,物联网,新型工业化,医疗器械概念",A
688167.SH,SHSE.688167,炬光科技,电子,半导体,分立器件,"3D打印,CPO概念,百元股,半导体概念,高带宽内存,光刻机(胶),沪股通,激光雷达,可控核聚变,融资融券,无人驾驶,西部大开发,虚拟现实,专精特新",A
688169.SH,SHSE.688169,石头科技,家用电器,小家电,清洁小家电,"HS300_,MSCI中国,百元股,股权激励,沪股通,基金重仓,机器人概念,茅指数,宁组合,融资融券,上证380,小米概念",B
688170.SH,SHSE.688170,德龙激光,机械设备,自动化设备,激光设备,"BC电池,玻璃基板,存储芯片,第三代半导体,钙钛矿电池,固态电池,华为概念,华为海思,激光雷达,融资融券,商业航天,专精特新",A
688172.SH,SHSE.688172,燕东微,电子,半导体,分立器件,"半导体概念,传感器,第三代半导体,光通信模块,沪股通,融资融券,上证380,央国企改革,中证500",A
688180.SH,SHSE.688180,君实生物-U,医药生物,生物制品,其他生物制品,"AH股,MSCI中国,创新药,单抗概念,痘病毒防治,独家药品,富时罗素,沪股通,精准医疗,融资融券,中证500",B
688183.SH,SHSE.688183,生益电子,电子,元件,印制电路板,"2025三季报预增,2025中报预增,AIPC,MSCI中国,PCB,沪股通,华为概念,融资融券,上证380,无人驾驶,中证500",A
688187.SH,SHSE.688187,时代电气,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,"AH股,HS300_,IGBT概念,MSCI中国,半导体概念,储能,传感器,磁悬浮概念,第三代半导体,高压快充,工程机械概念,海工装备,海洋经济,沪股通,机器人概念,科创板做市股,融资融券,上证380,碳化硅,铁路基建,新能源车,央国企改革",A
688188.SH,SHSE.688188,柏楚电子,计算机,计算机设备,其他计算机设备,"MSCI中国,QFII重仓,百元股,国产软件,沪股通,融资融券,上证380,中证500,专精特新",A
688189.SH,SHSE.688189,南新制药,医药生物,化学制药,化学制剂,"创新药,流感,融资融券,微盘股,央国企改革",B
688190.SH,SHSE.688190,云路股份,有色金属,金属新材料,其他金属新材料,"百元股,沪股通,融资融券,新材料,央国企改革,专精特新",A
688192.SH,SHSE.688192,迪哲医药-U,医药生物,化学制药,化学制剂,"创新药,沪股通,融资融券,中证500",B
688196.SH,SHSE.688196,卓越新能,基础化工,化学制品,其他化学制品,"沪股通,节能环保,融资融券,新能源",A
688197.SH,SHSE.688197,首药控股-U,医药生物,化学制药,化学制剂,"创新药,沪股通,融资融券",B
688200.SH,SHSE.688200,华峰测控,电子,半导体,半导体设备,"百元股,半导体概念,氮化镓,第三代半导体,股权激励,国产芯片,沪股通,华为概念,融资融券,上证380,专精特新",A
688203.SH,SHSE.688203,海正生材,基础化工,塑料,改性塑料,"3D打印,降解塑料,融资融券,微盘股,央国企改革,专精特新",A
688205.SH,SHSE.688205,德科立,通信,通信设备,通信网络设备及器件,"CPO概念,百元股,沪股通,融资融券,专精特新",A
688210.SH,SHSE.688210,统联精密,电子,消费电子,消费电子零部件及组装,"AI眼镜,电子烟,沪股通,基金重仓,苹果概念,荣耀概念,融资融券,柔性屏(折叠屏),无人机,智能穿戴,专精特新",A
688212.SH,SHSE.688212,澳华内镜,医药生物,医疗器械,医疗设备,"沪股通,基金重仓,融资融券,养老金,医疗器械概念,专精特新",B
688213.SH,SHSE.688213,思特威-W,电子,半导体,数字芯片设计,"2025三季报预增,2025中报预增,AI眼镜,MSCI中国,百元股,半导体概念,传感器,国产芯片,沪股通,机器人概念,机器视觉,汽车芯片,融资融券,上证380,无人机,无人驾驶,小米概念,中证500",A
688218.SH,SHSE.688218,江苏北人,机械设备,自动化设备,机器人,"QFII重仓,储能,低空经济,工业互联,华为汽车,机构重仓,机器人概念,融资融券,特斯拉,微盘股,小米汽车,新能源车,专精特新",A
688220.SH,SHSE.688220,翱捷科技-U,电子,半导体,模拟芯片设计,"MSCI中国,半导体概念,国产芯片,沪股通,汽车芯片,人工智能,融资融券,商业航天,上证380,物联网,中证500,专精特新",A
688223.SH,SHSE.688223,晶科能源,电力设备,光伏设备,光伏电池组件,"BC电池,HS300_,MSCI中国,QFII重仓,TOPCon电池,反内卷概念,沪股通,科创板做市股,融资融券,上证180_,太阳能,转债标的,昨日涨停,昨日涨停_含一字",A
688228.SH,SHSE.688228,开普云,计算机,IT服务Ⅱ,IT服务Ⅲ,"AIGC概念,AI应用,ChatGPT概念,DeepSeek概念,百元股,财税数字化,大数据,多模态AI,国产软件,沪股通,华为概念,科创板做市股,人工智能,融资融券,数据要素,信创,虚拟电厂,虚拟数字人,元宇宙概念,云计算,智慧政务",A
688232.SH,SHSE.688232,新点软件,计算机,软件开发,垂直应用软件,"AI应用,房屋检测,国产软件,沪股通,融资融券,智慧城市,智慧政务",A
688234.SH,SHSE.688234,天岳先进,电子,半导体,半导体材料,"AH股,MSCI中国,百元股,半导体概念,第三代半导体,沪股通,融资融券,上证380,碳化硅,中证500,专精特新",A
688235.SH,SHSE.688235,百济神州-U,医药生物,化学制药,化学制剂,"AH股,MSCI中国,百元股,创新药,单抗概念,沪股通,融资融券,中证500",B
688239.SH,SHSE.688239,航宇科技,国防军工,航空装备Ⅱ,航空装备Ⅲ,"大飞机,核能核电,沪股通,机构重仓,融资融券,商业航天,西部大开发,养老金,专精特新,转债标的",A
688248.SH,SHSE.688248,南网科技,电力设备,电网设备,电网自动化设备,"储能,沪股通,机构重仓,机器人概念,融资融券,上证380,无人机,虚拟电厂,央国企改革,智能电网,中证500",A
688249.SH,SHSE.688249,晶合集成,电子,半导体,集成电路制造,"2025中报预增,MSCI中国,半导体概念,沪股通,融资融券,上证180_,央国企改革",A
688251.SH,SHSE.688251,井松智能,计算机,IT服务Ⅱ,IT服务Ⅲ,"机构重仓,机器人概念,快递概念,人工智能,人形机器人,融资融券,数字孪生,微盘股,无人驾驶,专精特新",A
688256.SH,SHSE.688256,寒武纪-U,电子,半导体,数字芯片设计,"AI芯片,Chiplet概念,HS300_,MSCI中国,阿里概念,百元股,半导体概念,边缘计算,国产芯片,沪股通,基金重仓,人工智能,融资融券,上证180_,上证50_,数据中心,算力概念,云计算",A
688258.SH,SHSE.688258,卓易信息,计算机,IT服务Ⅱ,IT服务Ⅲ,"AIPC,AI应用,百元股,国产软件,沪股通,华为概念,华为海思,融资融券,物联网,云计算",A
688266.SH,SHSE.688266,泽璟制药-U,医药生物,化学制药,化学制剂,"单抗概念,沪股通,基金重仓,免疫治疗,融资融券,中证500",B
688270.SH,SHSE.688270,臻镭科技,电子,半导体,模拟芯片设计,"百元股,半导体概念,国产芯片,沪股通,军工,融资融券,商业航天,卫星互联网,无人机,专精特新,昨日涨停,昨日涨停_含一字",A
688271.SH,SHSE.688271,联影医疗,医药生物,医疗器械,医疗设备,"HS300_,MSCI中国,百元股,沪股通,融资融券,上证180_,医疗器械概念",B
688277.SH,SHSE.688277,天智航-U,医药生物,医疗器械,医疗设备,"沪股通,机器人概念,融资融券,医疗器械概念,专精特新",B
688278.SH,SHSE.688278,特宝生物,医药生物,生物制品,其他生物制品,"独家药品,肝炎概念,沪股通,科创板做市股,免疫治疗,融资融券,上证380,中证500",B
688279.SH,SHSE.688279,峰岹科技,电子,半导体,数字芯片设计,"AH股,百元股,半导体概念,国产芯片,沪股通,机构重仓,汽车芯片,融资融券,专精特新",A
688281.SH,SHSE.688281,华秦科技,国防军工,航空装备Ⅱ,航空装备Ⅲ,"百元股,沪股通,军工,融资融券,上证380,西部大开发,新材料,中证500,专精特新",A
688286.SH,SHSE.688286,敏芯股份,电子,半导体,模拟芯片设计,"AI眼镜,半导体概念,传感器,电子烟,国产芯片,机构重仓,人工智能,融资融券,无线耳机,物联网,专精特新",A
688293.SH,SHSE.688293,奥浦迈,医药生物,生物制品,其他生物制品,"2025中报预增,沪股通,融资融券,养老金,专精特新",B
688301.SH,SHSE.688301,奕瑞科技,医药生物,医疗器械,医疗设备,"百元股,国家安防,沪股通,精准医疗,融资融券,上证380,体外诊断,医疗器械概念,中证500,专精特新,转债标的",B
688302.SH,SHSE.688302,海创药业-U,医药生物,化学制药,化学制剂,"创新药,沪股通,减肥药,融资融券,西部大开发",B
688310.SH,SHSE.688310,迈得医疗,机械设备,自动化设备,其他自动化设备,"融资融券,微盘股,医疗器械概念,专精特新",A
688311.SH,SHSE.688311,盟升电子,国防军工,军工电子Ⅱ,军工电子Ⅲ,"北斗导航,国家安防,沪股通,军工,军民融合,融资融券,商业航天,卫星互联网,物联网,西部大开发,智能电网,专精特新,转债标的",A
688312.SH,SHSE.688312,燕麦科技,机械设备,专用设备,其他专用设备,"5G概念,PCB,苹果概念,融资融券,深圳特区,专精特新",A
688317.SH,SHSE.688317,之江生物,医药生物,医疗器械,体外诊断,"病毒防治,痘病毒防治,精准医疗,融资融券,体外诊断,医疗器械概念,专精特新",B
688319.SH,SHSE.688319,欧林生物,医药生物,生物制品,疫苗,"创新药,沪股通,融资融券,生物疫苗,西部大开发,专精特新",B
688320.SH,SHSE.688320,禾川科技,机械设备,自动化设备,工控设备,"工业互联,国产芯片,沪股通,机器人概念,人形机器人,融资融券,新型工业化,专精特新,锂电池",A
688322.SH,SHSE.688322,奥比中光-UW,电子,光学光电子,光学元件,"2025三季报扭亏,3D打印,3D摄像头,百元股,边缘计算,传感器,国产芯片,沪股通,机构重仓,机器人概念,机器视觉,人工智能,人形机器人,融资融券,生物识别,数字孪生,虚拟现实,英伟达概念,元宇宙概念,云计算,中证500,专精特新",A
688325.SH,SHSE.688325,赛微微电,电子,半导体,模拟芯片设计,"百元股,半导体概念,国产芯片,沪股通,科创板做市股,融资融券,专精特新,锂电池",A
688326.SH,SHSE.688326,经纬恒润-W,计算机,软件开发,垂直应用软件,"百元股,车联网(车路云),大飞机,大数据,低空经济,激光雷达,融资融券,数据中心,无人驾驶,小米汽车,新能源车",A
688331.SH,SHSE.688331,荣昌生物,医药生物,生物制品,其他生物制品,"AH股,MSCI中国,百元股,创新药,沪股通,融资融券",B
688332.SH,SHSE.688332,中科蓝讯,电子,半导体,数字芯片设计,"AI眼镜,百元股,半导体概念,国产芯片,沪股通,融资融券,无线耳机,小米概念,专精特新",A
688337.SH,SHSE.688337,普源精电,机械设备,通用设备,仪器仪表,"沪股通,科创板做市股,融资融券,养老金,专精特新",A
688343.SH,SHSE.688343,云天励飞-U,计算机,IT服务Ⅱ,IT服务Ⅲ,"AI芯片,AI眼镜,AI智能体,ChatGPT概念,DeepSeek概念,边缘计算,车联网(车路云),低空经济,多模态AI,沪股通,华为昇腾,华为概念,机器人概念,机器视觉,人工智能,融资融券,首发经济,算力概念,信创,云计算,智慧城市,智慧政务,智能穿戴",A
688347.SH,SHSE.688347,华虹公司,电子,半导体,集成电路制造,"AH股,MSCI中国,百元股,半导体概念,存储芯片,沪股通,融资融券,央国企改革,中证500",A
688349.SH,SHSE.688349,三一重能,电力设备,风电设备,风电整机,"风能,沪股通,融资融券,上证380,养老金,中证500",A
688351.SH,SHSE.688351,微电生理,医药生物,医疗器械,医疗耗材,"2025中报预增,沪股通,机构重仓,融资融券,医疗器械概念,专精特新",B
688352.SH,SHSE.688352,颀中科技,电子,半导体,集成电路封测,"半导体概念,国产芯片,沪股通,融资融券,央国企改革,转债标的",A
688357.SH,SHSE.688357,建龙微纳,基础化工,化学制品,其他化学制品,"并购重组概念,核污染防治,煤化工,氢能源,融资融券,尾气治理,新材料,专精特新,转债标的",A
688361.SH,SHSE.688361,中科飞测,电子,半导体,半导体设备,"百元股,半导体概念,高带宽内存,沪股通,基金重仓,机构重仓,融资融券,上证380,中芯概念,中证500,专精特新",A
688369.SH,SHSE.688369,致远互联,计算机,软件开发,横向通用软件,"ERP概念,QFII重仓,阿里概念,百度概念,财税数字化,大数据,国产软件,华为概念,区块链,人工智能,融资融券,数字经济,信创,养老金,远程办公,云计算,智慧政务,专精特新",A
688372.SH,SHSE.688372,伟测科技,电子,半导体,集成电路封测,"百元股,半导体概念,沪股通,汽车芯片,融资融券,算力概念,专精特新,转债标的",A
688375.SH,SHSE.688375,国博电子,国防军工,军工电子Ⅱ,军工电子Ⅲ,"5G概念,百元股,第三代半导体,国产芯片,沪股通,军工,融资融券,上证380,央国企改革,中证500",A
688376.SH,SHSE.688376,美埃科技,环保,环保设备Ⅱ,环保设备Ⅲ,"半导体概念,沪股通,节能环保,融资融券,专精特新",C
688377.SH,SHSE.688377,迪威尔,机械设备,专用设备,能源及重型设备,"沪股通,融资融券,油气设服,专精特新",A
688382.SH,SHSE.688382,益方生物-U,医药生物,化学制药,化学制剂,"QFII重仓,创新药,沪股通,基金重仓,融资融券",B
688385.SH,SHSE.688385,复旦微电,电子,半导体,数字芯片设计,"AH股,AI芯片,MSCI中国,半导体概念,存储芯片,国产芯片,沪股通,融资融券,上证380,智能电网,中证500",A
688386.SH,SHSE.688386,泛亚微透,基础化工,塑料,膜材料,"6G概念,氟化工,沪股通,军工,可控核聚变,氢能源,燃料电池,人形机器人,融资融券,商业航天,铜缆高速连接,新材料,新能源车,专精特新",A
688390.SH,SHSE.688390,固德威,电力设备,光伏设备,逆变器,"充电桩,储能,大数据,风能,沪股通,融资融券,上证380,太阳能,物联网,新能源,虚拟电厂,云计算,智能电网,智能家居",A
688392.SH,SHSE.688392,骄成超声,电力设备,电池,锂电专用设备,"百元股,半导体概念,复合集流体,固态电池,沪股通,融资融券,新能源车,专精特新",A
688396.SH,SHSE.688396,华润微,电子,半导体,集成电路制造,"Chiplet概念,HS300_,IGBT概念,MSCI中国,半导体概念,传感器,存储芯片,氮化镓,第三代半导体,工业互联,国产芯片,沪股通,机器人概念,汽车芯片,融资融券,上证180_,碳化硅,无线充电,小米概念,央国企改革,中特估",A
